date,Ndtct,Npct_75,PctRH_75,Npct_50,PctRH_50,Npct_25,PctRH_25,Nfit,SumRH,MaxRH,Tmin,Tavg,Tmax,Temp_BB,Area_BB,Lat,Lon,SATZ,Flowrate_km3_per_day
2012-04-15 21:24:55.125,21,2,269.411,2,269.411,2,269.411,9,292.31816,145.48,0.0,1698.88888888889,1924.0,1571.0,421.143,25.161638,52.861538,60.1355,8564.907840547945
2012-04-15 23:05:12.610,17,1,18.0151,1,18.0151,3,31.84584,5,37.1341,18.0151,0.0,1756.6,1900.0,1661.0,41.7383,25.170332,52.880741,66.801,572.7222393972603
2012-04-15 23:05:14.389,34,1,102.72,2,161.2011,2,161.2011,11,205.8982,102.72,0.0,1645.0,1759.0,1561.0,305.102,25.162405,52.871777,66.8327,3265.5954410958902
2012-04-16 22:46:29.378,5,1,1.7018,1,1.7018,1,1.7018,1,1.7018,1.7018,0.0,1326.0,1326.0,1326.0,9.71092,25.177649,52.878273,53.8693,54.10232010958904
2012-04-16 22:46:31.157,7,1,1.58378,2,2.67893,4,3.701765,4,3.701765,1.58378,0.0,1620.75,1845.0,1334.0,8.81615,25.175095,52.877846,53.8957,50.350318805479446
2012-04-17 22:27:44.368,5,3,13.03519,3,13.03519,3,13.03519,3,13.03519,4.52566,0.0,1547.33333333333,1687.0,1687.0,9.85006,25.165361,52.869156,32.4817,414.40476088219174
2012-04-18 22:08:54.021,3,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1795225,52.876518,0.994495,0.0
2012-04-18 22:08:55.800,23,1,8.5599,2,12.96532,3,15.7484,8,22.590171,8.5599,0.0,1507.25,1584.0,1537.0,27.0515,25.160704,52.87006,0.983418,272.1297743013699
2012-04-19 21:50:03.669,7,2,9.83561,3,12.91436,3,12.91436,6,15.383299,5.55013,0.0,1674.66666666667,1836.0,1568.0,16.1778,25.160826,52.87207,33.8529,312.6861679945206
2012-04-20 21:31:09.762,12,2,5.64591,4,9.03626,4,9.03626,5,9.442837,3.21664,0.0,1720.6,2241.0,1601.0,8.63795,25.16033,52.868755,55.1256,179.49043961095893
2012-04-20 23:11:23.689,2,1,2.97534,1,2.97534,1,2.97534,1,2.97534,2.97534,0.0,1614.0,1614.0,1614.0,7.73225,25.171051,52.878418,69.9139,94.58972682739727
2012-04-20 23:11:25.468,4,3,6.50667,3,6.50667,3,6.50667,3,6.50667,2.43955,0.0,1595.66666666667,1647.0,1512.0,8.23549,25.1689385,52.8804875,69.9493,206.8550612219178
2012-04-21 22:52:42.237,5,2,6.61695,2,6.61695,2,6.61695,2,6.61695,3.67212,0.0,1558.5,1569.0,1569.0,10.6925,25.164701,52.866245,58.8502,210.36099838356162
2012-04-22 22:33:57.233,5,1,3.28911,2,5.28685,2,5.28685,2,5.28685,3.28911,0.0,1445.0,1510.0,1510.0,11.159,25.16231,52.870041,40.8874,104.56486196712328
2012-04-24 21:56:18.334,4,2,5.33173,3,6.86568,3,6.86568,4,7.164837,2.81664,1487.0,1634.0,2023.0,1502.0,9.76477,25.163727,52.863853,24.0343,169.50227006575344
2012-04-25 21:37:24.438,4,1,4.65942,2,7.91316,2,7.91316,3,9.07553,4.65942,0.0,1633.66666666667,1725.0,1616.0,12.0345,25.161594,52.863876,49.2473,148.12870629041095
2012-04-26 21:18:28.762,3,1,6.25599,2,9.46388,3,11.61459,3,11.61459,6.25599,1504.0,1599.33333333333,1678.0,1616.0,16.1893,25.166105,52.870789,64.3116,198.88563496438354
2012-04-26 21:18:30.541,2,2,10.03473,2,10.03473,2,10.03473,2,10.03473,5.47223,1557.0,1577.5,1598.0,1557.0,16.4252,25.164259,52.864346,64.2814,319.0164382849315
2012-04-26 22:58:53.365,4,1,6.9887,2,11.71839,3,14.65739,3,14.65739,6.9887,0.0,1620.33333333333,1632.0,1610.0,18.3506,25.164759,52.871113,63.0672,222.17938920547942
2012-04-26 22:58:55.144,3,2,7.85412,2,7.85412,2,7.85412,2,7.85412,4.32472,0.0,1656.5,1705.0,1705.0,9.02238,25.158125,52.870316,63.0895,249.6921579616438
2012-04-27 22:40:08.362,4,1,2.2821,2,3.54461,2,3.54461,2,3.54461,2.2821,0.0,1559.5,1579.0,1540.0,7.15115,25.163324,52.863659,47.901,72.5507725479452
2012-04-27 22:40:10.141,3,1,4.32724,1,4.32724,1,4.32724,1,4.32724,4.32724,0.0,1370.0,1370.0,1370.0,21.6432,25.159332,52.866749,47.9491,137.56829455342464
2012-04-28 22:21:21.583,8,2,13.92381,2,13.92381,4,20.20862,4,20.20862,7.59997,0.0,1536.25,1695.0,1522.0,24.9602,25.158403,52.870106,22.5092,442.65508624109583
2012-04-29 22:02:31.246,5,2,5.19084,2,5.19084,5,8.391257,5,8.391257,2.92289,1222.0,1524.8,1681.0,1681.0,6.45979,25.161434,52.870235,12.9434,165.0232032657534
2012-04-30 21:43:39.129,9,1,5.61188,2,8.67518,3,11.17347,3,11.17347,5.61188,0.0,1578.0,1686.0,1601.0,15.0796,25.165035,52.872429,42.3535,178.4085839561644
2012-05-01 21:24:43.457,6,2,7.84008,2,7.84008,3,9.57953,3,9.57953,4.04,0.0,1572.33333333333,1604.0,1572.0,11.6542,25.160482,52.870602,60.131,249.2458090520548
2012-05-01 21:24:45.236,5,3,10.68866,3,10.68866,4,12.10955,5,12.946675,3.92051,1281.0,1615.4,1900.0,1594.0,10.7125,25.160305,52.87096,60.0824,339.8056792
2012-05-01 23:05:04.502,5,1,6.07123,1,6.07123,1,6.07123,1,6.07123,6.07123,0.0,1455.0,1455.0,1455.0,23.8939,25.159342,52.867516,66.7071,193.0118867780822
2012-05-02 22:46:21.290,6,2,6.36523,3,8.5092,4,10.10926,4,10.10926,3.43951,0.0,1468.0,1607.0,1542.0,10.7252,25.162292,52.876354,53.8498,202.35850924383567
2012-05-03 22:27:34.523,10,1,20.2082,1,20.2082,1,20.2082,4,25.26955,20.2082,0.0,1633.25,1794.0,1599.0,54.4538,25.164045,52.87405,32.4795,642.4435922191781
2012-05-04 22:08:44.196,5,2,5.54973,3,7.24725,3,7.24725,5,8.160549,2.86982,1474.0,1612.0,1844.0,1485.0,10.3946,25.162691,52.870861,1.07819,176.4327588328767
2012-05-05 21:49:52.093,2,1,1.81652,2,2.89331,2,2.89331,2,2.89331,1.81652,1508.0,1577.0,1646.0,1646.0,4.36014,25.179136,52.876968,33.9238,57.74941034520547
