latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
45.1566,37.9036,303,1.9,1.3,2013-07-18,2306,Aqua,MODIS,52,6.03,287.9,16.1,N,2
45.1705,37.8814,311.9,1.9,1.3,2013-07-18,2306,Aqua,MODIS,84,6.03,288.2,30.7,N,2
45.1585,37.8796,313,1.9,1.3,2013-07-18,2306,Aqua,MODIS,86,6.03,288.9,32.9,N,2
45.1614,37.8792,361,1,1,2013-07-19,0830,Terra,MODIS,100,6.03,306.8,80.7,D,2
45.1596,37.8917,340.4,1,1,2013-07-19,0830,Terra,MODIS,89,6.03,305.5,36.1,D,2
45.1552,37.8873,345.2,1.3,1.1,2013-07-19,1013,Aqua,MODIS,92,6.03,304.3,61.8,D,2
45.1564,37.8922,333.9,1.3,1.1,2013-07-19,1013,Aqua,MODIS,84,6.03,303.3,36.2,D,2
45.165,37.8773,336.1,1.2,1.1,2013-07-19,1938,Terra,MODIS,100,6.03,291,46.6,N,2
45.1667,37.8919,308.2,1.2,1.1,2013-07-19,1938,Terra,MODIS,74,6.03,290.2,10.6,N,2
45.1619,37.8985,309.7,1.1,1.1,2013-07-19,2349,Aqua,MODIS,78,6.03,291.1,12.3,N,2
45.1644,37.8846,347.2,1.1,1.1,2013-07-19,2349,Aqua,MODIS,100,6.03,291.7,68.3,N,2
45.1712,37.9006,301.3,4.3,1.9,2013-07-20,2021,Terra,MODIS,39,6.03,288.5,42.6,N,0
45.1618,37.9031,313.4,2.8,1.6,2013-07-20,2253,Aqua,MODIS,87,6.03,289,62.5,N,2
45.1627,37.8844,358.5,1.1,1.1,2013-07-21,0818,Terra,MODIS,93,6.03,298.6,93.7,D,2
45.1578,37.8884,338.1,1.8,1.3,2013-07-21,1001,Aqua,MODIS,88,6.03,294.4,79,D,2
45.162,37.8822,313.6,1,1,2013-07-21,1926,Terra,MODIS,87,6.03,289.7,13.9,N,2
45.1642,37.8926,300.1,1,1,2013-07-21,2336,Aqua,MODIS,14,6.03,287,5.8,N,2
